First_Name,EMail,Age,Gender,Location_Preferences,Latitude,Longitude,Country,City,Languages_Preferred,Last_Seen,Response_Time,Programming_and_Software_Development_off,Project_Management_off,Accounting_and_Finance_off,Marketing_and_Advertising_off,Sales_and_Customer_Service_off,Human_Resources_and_Leadership_off,Graphic_Design_and_Illustration_off,Photography_and_Photo_Editing_off,Music_instruments_Composition_and_Production_off,Writing_and_Editing_off,Arts_and_Crafts_and_DIY_Projects_off,Learning_Foreign_Languages_off,Written_and_Oral_Communication_in_Various_Languages_off,Interpretation_and_Translation_off,Computer_and_Software_Application_Operation_off,Network_Administration_and_IT_Support_off,Electronics_and_Robotics_off,Web_Design_and_Development_off,Data_Analysis_and_Visualization_off,Interpersonal_Communication_off,Conflict_Resolution_and_Mediation_off,Empathy_and_Emotional_Intelligence_off,Leadership_Skills_and_Teamwork_off,Networking_and_Relationship_Management_off,Cooking_and_Baking_off,Gardening_and_Farming_off,DIY_and_Repairs_off,Driving_and_Vehicle_Maintenance_off,First_Aid_and_Life_Saving_Techniques_off,Mathematics_and_Sciences_off,History_and_Social_Sciences_off,Literature_and_Philosophy_off,Research_Methods_and_Academic_Writing_off,Academic_Reading_and_Critique_off,Time_Management_and_Organization_off,Stress_Management_and_Mindfulness_off,Financial_Planning_and_Budgeting_off,Self_Defense_and_Personal_Safety_off,Healthcare_and_Nutrition_off,Count_Programming_and_Software_Development_off,Count_Project_Management_off,Count_Accounting_and_Finance_off,Count_Marketing_and_Advertising_off,Count_Sales_and_Customer_Service_off,Count_Human_Resources_and_Leadership_off,Count_Graphic_Design_and_Illustration_off,Count_Photography_and_Photo_Editing_off,Count_Music_instruments_Composition_and_Production_off,Count_Writing_and_Editing_off,Count_Arts_and_Crafts_and_DIY_Projects_off,Count_Learning_Foreign_Languages_off,Count_Written_and_Oral_Communication_in_Various_Languages_off,Count_Interpretation_and_Translation_off,Count_Computer_and_Software_Application_Operation_off,Count_Network_Administration_and_IT_Support_off,Count_Electronics_and_Robotics_off,Count_Web_Design_and_Development_off,Count_Data_Analysis_and_Visualization_off,Count_Interpersonal_Communication_off,Count_Conflict_Resolution_and_Mediation_off,Count_Empathy_and_Emotional_Intelligence_off,Count_Leadership_Skills_and_Teamwork_off,Count_Networking_and_Relationship_Management_off,Count_Cooking_and_Baking_off,Count_Gardening_and_Farming_off,Count_DIY_and_Repairs_off,Count_Driving_and_Vehicle_Maintenance_off,Count_First_Aid_and_Life_Saving_Techniques_off,Count_Mathematics_and_Sciences_off,Count_History_and_Social_Sciences_off,Count_Literature_and_Philosophy_off,Count_Research_Methods_and_Academic_Writing_off,Count_Academic_Reading_and_Critique_off,Count_Time_Management_and_Organization_off,Count_Stress_Management_and_Mindfulness_off,Count_Financial_Planning_and_Budgeting_off,Count_Self_Defense_and_Personal_Safety_off,Count_Healthcare_and_Nutrition_off,Sum_Skills_Off,Sum_Skills_Rec,Usability,Speed_Performance,Feature_Satisfaction,Security_Satisfaction,Customer_Support
Durante,durante.cordier@zoho.com,29,Male,Local or Remote,52.38006665985597,13.755261320923118,Germany,Berlin,"['Ukrainian', 'Portuguese', 'Hindi']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Novice,Advanced,Novice,Novice,Beginner,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,10.0,Very Dissatisfied,Very Satisfied,Satisfied,Satisfied,Neutral or Average
Laura,laura.hançer@yahoo.com,24,Female,Local or Remote,52.50417507954416,13.398325435084008,Germany,Berlin,"['Turkish', 'Bengali', 'Mandarin Chinese', 'Arabic']",Within a Month,Within a week,,,,,,,,,,,,,,,Expert,Novice,Advanced,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,6.0,4.0,Dissatisfied,Neutral or Average,Dissatisfied,Dissatisfied,Very Satisfied
Sancho,sancho.mentzel@t-online.de,28,Female,Remote Only,52.59805875385369,13.289482613983749,Germany,Berlin,"['Spanish', 'French']",Over a Month Ago,Within 24 hours,,,,,,,,,,,,Novice,Advanced,Beginner,Intermediate,Advanced,Novice,Intermediate,Advanced,,,,,,,,,,,,,,,,Expert,Advanced,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,11.0,12.0,Neutral or Average,Neutral or Average,Dissatisfied,Satisfied,Neutral or Average
Santiago,santiago.sterna@gmx.de,28,Female,Local or Remote,52.48893277604994,13.66304676460633,Germany,Berlin,"['Turkish', 'Hindi']",Within a Month,Within a week,Intermediate,Novice,Advanced,Novice,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Beginner,Novice,Beginner,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,Satisfied,Very Satisfied,Dissatisfied,Neutral or Average,Neutral or Average
Galo,galo.labbé@web.de,24,Diverse,Local or Remote,52.484473455654125,13.541087894939633,Germany,Berlin,['Japanese'],Within a Week,Within a week,,,,,,,Advanced,Beginner,Beginner,Advanced,Novice,,,,,,,,,Expert,Intermediate,Novice,Novice,Advanced,,,,,,,,,,,Beginner,Novice,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,15.0,16.0,Very Satisfied,Neutral or Average,Dissatisfied,Dissatisfied,Satisfied
Benjamín,benjamín.pérez@outlook.com,27,Male,Local or Remote,52.48003031843082,13.307565256065818,Germany,Berlin,['French'],Recently,Within a week,,,,,,,Novice,Expert,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Very Dissatisfied,Satisfied,Satisfied,Neutral or Average,Dissatisfied
Nilo,nilo.briemer@t-online.de,24,Female,Remote Only,52.67048721411418,13.232048989534354,Germany,Berlin,['Italian'],Yesterday,Within 24 hours,,,,,,,Novice,Expert,Expert,Novice,Novice,Advanced,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,Very Satisfied,Neutral or Average,Neutral or Average,Dissatisfied,Satisfied
Urszula,urszula.andreu@aol.com,25,Male,Local or Remote,52.432009529610205,13.726358092437136,Germany,Berlin,"['French', 'Italian', 'Turkish', 'Romanian', 'Hindi']",Today,Within 24 hours,,,,,,,,,,,,Beginner,Expert,Intermediate,,,,,,,,,,,,,,,,Beginner,Novice,Advanced,Beginner,Intermediate,Beginner,Advanced,Novice,Beginner,Novice,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,25.0,Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Very Satisfied
Olegario,olegario.joseph@protonmail.com,28,Female,Remote Only,52.47022373990073,13.66262374201691,Germany,Berlin,"['Portuguese', 'Turkish', 'English', 'German', 'Polish']",Recently,More than a month,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Intermediate,Beginner,Novice,Advanced,Advanced,Novice,Novice,,,,,,Intermediate,Advanced,Beginner,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,12.0,14.0,Neutral or Average,Very Satisfied,Satisfied,Very Satisfied,Dissatisfied
Güçyeter,güçyeter.yorulmaz@gmail.com,28,Male,Remote Only,52.56705905710423,13.32903915217624,Germany,Berlin,"['Romanian', 'Spanish', 'Japanese', 'Mandarin Chinese']",Within a Week,Within 24 hours,,,,,,,,,,,,Novice,Advanced,Novice,,,,,,,,,,,Novice,Intermediate,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,14.0,14.0,Neutral or Average,Very Satisfied,Satisfied,Dissatisfied,Satisfied
Justyna,justyna.dawson@icloud.com,28,Female,Remote Only,52.647461286290586,13.54080492268896,Germany,Berlin,"['Japanese', 'Polish', 'Ukrainian', 'Turkish']",Today,Within 24 hours,,,,,,,,,,,,Beginner,Beginner,Advanced,,,,,,,,,,,,,,,,Advanced,Novice,Expert,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,Satisfied,Neutral or Average,Very Satisfied,Satisfied,Neutral or Average
Nigel,nigel.roberts@hotmail.com,25,Male,Local or Remote,52.57059773800886,13.478978694625168,Germany,Berlin,"['German', 'Polish']",Recently,Within a week,,,,,,,Novice,Novice,Novice,Expert,Intermediate,Beginner,Beginner,Beginner,,,,,,Beginner,Expert,Novice,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,17.0,Satisfied,Neutral or Average,Dissatisfied,Very Satisfied,Dissatisfied
Fábio,fábio.marquez@gmx.de,29,Prefer not to say,Local or Remote,52.66150750177761,13.370646978718057,Germany,Berlin,"['Polish', 'Japanese', 'Russian', 'German', 'Italian']",Within a Week,Within a month,,,,,,,Novice,Beginner,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied
Işın,işın.akça@outlook.com,23,Female,Local or Remote,52.419994312415646,13.401022277491444,Germany,Berlin,['Polish'],Within a Month,Within a month,,,,,,,,,,,,,,,Intermediate,Advanced,Beginner,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,12.0,14.0,Dissatisfied,Dissatisfied,Very Satisfied,Satisfied,Neutral or Average
Simone,simone.berger@icloud.com,27,Diverse,Local or Remote,52.646519464373625,13.31305385543434,Germany,Berlin,"['Portuguese', 'German', 'Punjabi']",Within a Week,Within a week,,,,,,,,,,,,,,,Novice,Intermediate,Expert,Advanced,Novice,Intermediate,Novice,Beginner,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied
Sebastiano,sebastiano.pergande@gmx.de,27,Male,Local or Remote,52.436718547524286,13.42610572103964,Germany,Berlin,"['Russian', 'German', 'Portuguese']",Within a Week,Within a week,,,,,,,,,,,,Expert,Novice,Intermediate,,,,,,Novice,Intermediate,Advanced,Novice,Intermediate,,,,,,Intermediate,Intermediate,Advanced,Novice,Novice,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Dissatisfied
Mehmed,mehmed.speri@yahoo.com,29,Diverse,Remote Only,52.519607888841904,13.18755875657302,Germany,Berlin,"['Arabic', 'Mandarin Chinese', 'Russian', 'French', 'English']",Within a Week,More than a month,,,,,,,Intermediate,Advanced,Advanced,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral or Average,Satisfied
Nürice,nürice.gogół@freenet.de,27,Female,Remote Only,52.5921816524688,13.312861609667245,Germany,Berlin,"['Arabic', 'Ukrainian', 'Turkish', 'Punjabi']",Today,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Expert,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,7.0,Neutral or Average,Very Dissatisfied,Very Satisfied,Neutral or Average,Dissatisfied
Leandro,leandro.naccari@gmx.de,23,Female,Remote Only,52.56055650753145,13.45412803934319,Germany,Berlin,"['Hindi', 'French', 'Russian', 'Turkish']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Novice,Novice,Beginner,,,,,,Intermediate,Intermediate,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,Neutral or Average,Neutral or Average,Satisfied,Satisfied,Satisfied
Norbert,norbert.schenk@aol.com,26,Male,Local Only,52.57887747941572,13.28869828500838,Germany,Berlin,"['German', 'Russian', 'Arabic']",Within a Week,Within a week,,,,,,,,,,,,Novice,Novice,Expert,,,,,,Novice,Expert,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,19.0,15.0,Dissatisfied,Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied
Melina,melina.manjón@1und1.de,31,Female,Local or Remote,52.45512437835465,13.203306376023292,Germany,Berlin,"['Ukrainian', 'Punjabi']",Yesterday,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Novice,Expert,Novice,,,,,,Expert,Intermediate,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,23.0,28.0,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied
Kasim,kasim.imiela@1und1.de,30,Prefer not to say,Local or Remote,52.59839638435011,13.449319556057114,Germany,Berlin,"['Mandarin Chinese', 'Hindi', 'Romanian', 'Arabic', 'Italian']",Within a Week,Within a week,Novice,Advanced,Expert,Novice,Intermediate,Expert,,,,,,Advanced,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,Novice,Advanced,Beginner,Novice,Beginner,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,Neutral or Average,Very Dissatisfied,Very Satisfied,Dissatisfied,Dissatisfied
Aimé,aimé.polewka@aol.com,27,Diverse,Local or Remote,52.34334004044395,13.454342452136908,Germany,Berlin,"['Japanese', 'German', 'Punjabi', 'Bengali']",Yesterday,Within a week,,,,,,,Novice,Expert,Expert,Beginner,Beginner,,,,,,,,,,,,,,Intermediate,Beginner,Beginner,Novice,Beginner,Novice,Novice,Novice,Advanced,Novice,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,Neutral or Average,Satisfied,Very Dissatisfied,Neutral or Average,Very Dissatisfied
Christina,christina.schaaf@unitybox.de,27,Female,Local Only,52.59756862151138,13.102765114657783,Germany,Berlin,"['Punjabi', 'Hindi', 'German']",Within a Week,Within a week,,,,,,,Intermediate,Intermediate,Intermediate,Novice,Expert,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,13.0,Satisfied,Dissatisfied,Very Satisfied,Neutral or Average,Dissatisfied
Alfred,alfred.langern@yahoo.com,27,Male,Local or Remote,52.64388888653348,13.40786730075822,Germany,Berlin,['Ukrainian'],Within a Week,Within 24 hours,Beginner,Intermediate,Novice,Novice,Novice,Beginner,,,,,,,,,Novice,Novice,Expert,Intermediate,Intermediate,Novice,Intermediate,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Dissatisfied,Very Satisfied,Satisfied,Neutral or Average,Very Dissatisfied
Nadeschda,nadeschda.vergerio@outlook.com,31,Male,Local or Remote,52.563290865233725,13.53043527534974,Germany,Berlin,['English'],Within a Month,Within a week,,,,,,,,,,,,,,,Intermediate,Expert,Intermediate,Advanced,Expert,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Novice,Novice,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,27.0,27.0,Satisfied,Neutral or Average,Very Dissatisfied,Very Satisfied,Neutral or Average
Hans-Hinrich,hans-hinrich.couturier@freenet.de,25,Female,Local or Remote,52.667473332066855,13.280110332842725,Germany,Berlin,"['Russian', 'Arabic', 'Polish']",Within a Month,Within a week,,,,,,,,,,,,Beginner,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Very Dissatisfied,Dissatisfied,Satisfied,Satisfied
Clémence,clémence.moulin@yahoo.com,27,Diverse,Remote Only,52.5394206158879,13.091192667812754,Germany,Berlin,"['French', 'Arabic', 'Mandarin Chinese', 'Bengali', 'Ukrainian']",Within a Week,Within a week,,,,,,,Advanced,Novice,Beginner,Novice,Intermediate,,,,,,,,,Advanced,Advanced,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,28.0,32.0,Dissatisfied,Neutral or Average,Dissatisfied,Satisfied,Satisfied
Maksur,maksur.cardoso@protonmail.com,27,Female,Remote Only,52.59340982048438,13.413074411046908,Germany,Berlin,"['French', 'Punjabi']",Yesterday,Within 24 hours,,,,,,,Expert,Expert,Advanced,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Neutral or Average,Very Satisfied,Satisfied,Neutral or Average,Very Satisfied
Modesta,modesta.pinho@hotmail.com,29,Prefer not to say,Local Only,52.49708066822464,13.444627173628524,Germany,Berlin,"['Hindi', 'Polish', 'Mandarin Chinese', 'Japanese', 'Russian']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Expert,Expert,,,,,,Novice,Beginner,Novice,Beginner,Advanced,Intermediate,Intermediate,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied
Amanda,amanda.sołoducha@hotmail.com,25,Male,Local or Remote,52.37381147466889,13.349068834614537,Germany,Berlin,"['Spanish', 'Romanian', 'Mandarin Chinese']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Advanced,Intermediate,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,4.0,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied
Ângelo,ângelo.manso@gmail.com,24,Female,Remote Only,52.52277765707045,13.682723137658778,Germany,Berlin,['Russian'],Within a Month,Within a month,,,,,,,,,,,,Beginner,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Dissatisfied
Bogdan,bogdan.leal@mail.com,27,Female,Local Only,52.51318906385553,13.210193470890248,Germany,Berlin,"['Mandarin Chinese', 'Arabic', 'Ukrainian', 'English', 'Romanian']",Within a Month,Within a week,Intermediate,Novice,Beginner,Beginner,Beginner,Novice,Expert,Novice,Beginner,Beginner,Beginner,,,,,,,,,,,,,,Beginner,Beginner,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,Neutral or Average,Dissatisfied,Neutral or Average,Neutral or Average,Satisfied
Christophe,christophe.chlebda@yahoo.com,27,Male,Remote Only,52.5678946819537,13.413870361157514,Germany,Berlin,"['Italian', 'English']",Within a Week,Within a week,,,,,,,,,,,,,,,Expert,Intermediate,Novice,Expert,Novice,,,,,,Intermediate,Beginner,Intermediate,Expert,Intermediate,Expert,Novice,Expert,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,Dissatisfied,Neutral or Average,Very Satisfied,Neutral or Average,Very Satisfied
Teber,teber.schaaf@freenet.de,29,Female,Remote Only,52.55381223388891,13.13326423981288,Germany,Berlin,"['Polish', 'English', 'Italian', 'Japanese', 'Hindi']",Within a Week,Within a month,Intermediate,Novice,Novice,Novice,Beginner,Beginner,,,,,,,,,Advanced,Beginner,Advanced,Intermediate,Expert,,,,,,,,,,,Novice,Novice,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Satisfied,Very Satisfied,Satisfied,Neutral or Average,Neutral or Average
Ewelina,ewelina.erdoğan@unitybox.de,27,Male,Local or Remote,52.58257397897989,13.244433635324244,Germany,Berlin,"['Italian', 'Portuguese', 'English']",Within a Week,More than a month,,,,,,,,,,,,Novice,Intermediate,Novice,,,,,,Intermediate,Intermediate,Advanced,Novice,Novice,,,,,,Expert,Beginner,Advanced,Advanced,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,19.0,Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Satisfied
José,josé.fonseca@outlook.com,26,Diverse,Local or Remote,52.56904114835003,13.249999089165213,Germany,Berlin,"['Arabic', 'Portuguese', 'Russian']",Yesterday,Within a week,Advanced,Expert,Novice,Expert,Novice,Novice,Expert,Intermediate,Beginner,Expert,Advanced,Advanced,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Satisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied
Dorothée,dorothée.castañeda@t-online.de,21,Male,Remote Only,52.37833316205342,13.16987277292246,Germany,Berlin,"['Russian', 'Polish', 'Arabic']",Today,Within a month,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,25.0,30.0,Very Satisfied,Neutral or Average,Very Satisfied,Neutral or Average,Neutral or Average
Elisabet,elisabet.ladeck@icloud.com,26,Prefer not to say,Remote Only,52.36077919611694,13.190497658528168,Germany,Berlin,"['Turkish', 'Italian']",Within a Month,Within 24 hours,,,,,,,,,,,,,,,Expert,Advanced,Intermediate,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Very Dissatisfied,Satisfied,Neutral or Average,Satisfied
Lisa,lisa.tarhan@unitybox.de,26,Diverse,Remote Only,52.36814073947188,13.299707260401991,Germany,Berlin,"['Spanish', 'Romanian']",Today,Within a month,Advanced,Beginner,Novice,Novice,Novice,Novice,,,,,,,,,Novice,Beginner,Beginner,Beginner,Novice,Expert,Beginner,Intermediate,Expert,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,14.0,11.0,Very Dissatisfied,Satisfied,Very Satisfied,Neutral or Average,Satisfied
Türkan,türkan.parejo@1und1.de,26,Male,Remote Only,52.54155300091101,13.508165681174034,Germany,Berlin,"['Hindi', 'Romanian']",Within a Week,Within a week,,,,,,,,,,,,Beginner,Expert,Advanced,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Novice,Advanced,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied
Julianna,julianna.fırat@yahoo.com,26,Diverse,Local or Remote,52.51746889708384,13.138582530338748,Germany,Berlin,"['German', 'Japanese', 'Polish', 'English']",Yesterday,More than a month,,,,,,,,,,,,,,,Novice,Expert,Beginner,Expert,Novice,,,,,,Expert,Novice,Intermediate,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,14.0,15.0,Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Very Satisfied
Agnolo,agnolo.carlier@arcor.de,27,Female,Local or Remote,52.39580934441211,13.307842764875216,Germany,Berlin,"['Japanese', 'German', 'Spanish', 'Bengali', 'English']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,Intermediate,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,7.0,5.0,Neutral or Average,Satisfied,Neutral or Average,Dissatisfied,Very Satisfied
Lucía,lucía.leclerc@freenet.de,26,Female,Remote Only,52.40335669584061,13.658968251310617,Germany,Berlin,"['Punjabi', 'Turkish', 'German']",Within a Week,Within a week,,,,,,,,,,,,,,,Expert,Beginner,Intermediate,Expert,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,Neutral or Average,Satisfied,Neutral or Average,Satisfied,Very Satisfied
Danny,danny.lippomano@gmx.de,29,Female,Local or Remote,52.397048083216745,13.43715870865402,Germany,Berlin,"['French', 'Ukrainian', 'Bengali', 'English']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Expert,Expert,,,,,,,,,,,Novice,Novice,Intermediate,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,9.0,10.0,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Neutral or Average
Gavin,gavin.sainz@mail.com,29,Female,Local or Remote,52.47863313472446,13.684079826391947,Germany,Berlin,"['French', 'Spanish', 'Portuguese']",Within a Week,Within a week,Expert,Novice,Advanced,Novice,Intermediate,Novice,,,,,,,,,Beginner,Novice,Beginner,Beginner,Beginner,Intermediate,Beginner,Advanced,Novice,Beginner,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,Very Dissatisfied,Satisfied,Neutral or Average,Satisfied,Very Satisfied
Hedi,hedi.siembab@mail.com,24,Diverse,Local or Remote,52.37800669634478,13.698657585246224,Germany,Berlin,"['French', 'Arabic', 'Ukrainian', 'German']",Today,Within a week,,,,,,,,,,,,,,,Intermediate,Advanced,Advanced,Novice,Novice,Novice,Intermediate,Novice,Expert,Novice,,,,,,Beginner,Novice,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,19.0,19.0,Neutral or Average,Neutral or Average,Neutral or Average,Dissatisfied,Dissatisfied
Louis,louis.gülen@yahoo.com,22,Female,Local or Remote,52.557844359361496,13.17018114589393,Germany,Berlin,"['Ukrainian', 'Turkish', 'Arabic', 'Mandarin Chinese']",Within a Month,Within a week,,,,,,,Expert,Novice,Intermediate,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Neutral or Average,Very Satisfied,Neutral or Average,Very Dissatisfied
Olga,olga.priuli@unitybox.de,24,Female,Local or Remote,52.590862580109,13.1268068985659,Germany,Berlin,"['Punjabi', 'Romanian', 'Portuguese', 'Japanese']",Within a Week,Within a week,,,,,,,Beginner,Novice,Beginner,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Beginner,Novice,Intermediate,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,14.0,Satisfied,Dissatisfied,Satisfied,Neutral or Average,Dissatisfied
